,Start Time,End Time,Duration (seconds),Label,Confidence (Mean Method),Confidence (Median Method)
200,2011-12-01 21:20:11,2011-12-01 21:20:15,4.0,Magnetosphere,0.09807761325032927,0.11411992263056092
201,2011-12-01 21:20:15,2011-12-01 21:20:17,2.0,Magnetosheath,0.07691941624909371,0.043912175648702645
202,2011-12-01 21:20:17,2011-12-01 21:20:35,18.0,Magnetosphere,0.23984746792771394,0.22323049001814899
203,2011-12-01 21:20:35,2011-12-01 21:20:36,1.0,Magnetosphere,0.05877596639618765,0.05877596639618765
204,2011-12-01 21:20:36,2011-12-01 21:20:39,3.0,Magnetosphere,0.0990653871606294,0.11939977051359651
205,2011-12-01 21:20:39,2011-12-01 21:20:41,2.0,Magnetosheath,0.037892044771719924,0.031496062992125595
206,2011-12-01 21:20:41,2011-12-01 21:21:24,43.0,Magnetosphere,0.2883463321848422,0.26389598653870117
207,2011-12-01 21:21:24,2011-12-01 21:21:29,5.0,Magnetosheath,0.14395271171286927,0.12652922923279963
208,2011-12-01 21:21:29,2011-12-01 21:21:30,1.0,Magnetosheath,0.0491623613506561,0.0491623613506561
209,2011-12-01 21:21:30,2011-12-01 21:21:36,6.0,Magnetosheath,0.1486314984937459,0.17293233082706783
210,2011-12-01 21:21:36,2011-12-01 21:21:48,12.0,Magnetosphere,0.30751778872321567,0.3643926788685524
211,2011-12-01 21:21:48,2011-12-01 21:21:52,4.0,Magnetosheath,0.18364117034457994,0.18888888888888877
212,2011-12-01 21:21:52,2011-12-01 21:22:00,8.0,Magnetosphere,0.13048201567201223,0.12810707456978965
213,2011-12-01 21:22:00,2011-12-01 21:22:11,11.0,Magnetosheath,0.3545780629634324,0.34121621621621634
214,2011-12-01 21:22:11,2011-12-01 21:23:16,65.0,Magnetosphere,0.5725187862567214,0.581540211252876
215,2011-12-01 21:23:16,2011-12-01 21:23:30,14.0,Magnetosheath,0.4438026579557156,0.48694316436251917
216,2011-12-01 21:23:30,2011-12-01 21:24:13,43.0,Magnetosphere,0.7319100753364166,0.8125241643144312
217,2011-12-01 21:24:13,2011-12-01 21:24:18,5.0,Magnetosheath,0.32834728351330356,0.3181212651771781
218,2011-12-01 21:24:18,2011-12-01 21:26:03,105.0,Magnetosphere,0.6892976318662853,0.7500012078558947
219,2011-12-01 21:26:03,2011-12-01 21:26:16,13.0,Magnetosheath,0.4829794162776896,0.5233775501447547
220,2011-12-01 21:26:16,2011-12-01 21:27:04,48.0,Magnetosphere,0.7562383153082665,0.8576512455516014
221,2011-12-01 21:27:04,2011-12-01 21:27:05,1.0,Magnetosphere,0.12445069366329209,0.12445069366329209
222,2011-12-01 21:27:05,2011-12-01 21:28:46,101.0,Magnetosphere,0.7072836296745684,0.746523782125048
223,2011-12-01 21:28:46,2011-12-01 21:28:47,1.0,Magnetosphere,0.13727526132404166,0.13727526132404166
224,2011-12-01 21:28:47,2011-12-01 21:28:48,1.0,Magnetosheath,0.014912698412698377,0.014912698412698377
225,2011-12-01 21:28:48,2011-12-01 21:28:58,10.0,Magnetosheath,0.2308180209124392,0.22540250447227195
226,2011-12-01 21:28:58,2011-12-01 21:29:29,31.0,Magnetosphere,0.4545963814293734,0.5190360790886237
227,2011-12-01 21:29:29,2011-12-01 21:29:30,1.0,Magnetosphere,0.097965431949807,0.097965431949807
228,2011-12-01 21:29:30,2011-12-01 21:29:48,18.0,Magnetosphere,0.6407481973416804,0.7411616161616161
229,2011-12-01 21:29:48,2011-12-01 21:29:59,11.0,Magnetosheath,0.4958409687389115,0.5798152388572985
230,2011-12-01 21:29:59,2011-12-01 21:30:18,19.0,Magnetosphere,0.315913617733377,0.29078296873068843
231,2011-12-01 21:30:18,2011-12-01 21:30:25,7.0,Magnetosheath,0.31413863747508364,0.35023096400217435
232,2011-12-01 21:30:25,2011-12-01 21:30:41,16.0,Magnetosphere,0.23441953743762345,0.2508960573476703
233,2011-12-01 21:30:41,2011-12-01 21:30:54,13.0,Magnetosheath,0.21590315070069122,0.11900191938579674
234,2011-12-01 21:30:54,2011-12-01 21:31:03,9.0,Magnetosphere,0.32564794399368857,0.3250156069919323
235,2011-12-01 21:31:03,2011-12-01 21:31:20,17.0,Magnetosheath,0.16550488897166438,0.18159719359006066
236,2011-12-01 21:31:20,2011-12-01 21:31:21,1.0,Magnetosheath,0.0411209677419353,0.0411209677419353
237,2011-12-01 21:31:21,2011-12-01 21:31:28,7.0,Magnetosheath,0.22146596341206304,0.24224034111252146
238,2011-12-01 21:31:28,2011-12-01 21:31:30,2.0,Magnetosphere,0.08585166602492411,0.03245436105476662
